1,0.6083962321281433,0.4549495031436284,0.4549495031436284,0.001,0.06135962516642534,0.5470366065318768,0.019448002179463703,0.43550150096416473,0.019448002179463703,0.43550150096416473
2,0.5067552992930779,0.439297820130984,0.439297820130984,0.001,0.041293265154728524,0.4654620358577141,0.010139030792439977,0.4291587918996811,0.010139030792439977,0.4291587918996811
1,0.6083962321281433,0.4549495031436284,0.4549495031436284,0.001,0.06135962516642534,0.5470366065318768,0.019448002179463703,0.43550150096416473,0.019448002179463703,0.43550150096416473
2,0.5067552992930779,0.439297820130984,0.439297820130984,0.001,0.041293265154728524,0.4654620358577141,0.010139030792439977,0.4291587918996811,0.010139030792439977,0.4291587918996811
3,0.4460547176691202,0.3715722511212031,0.3715722511212031,0.001,0.03655921080364631,0.4094955027103424,0.009657242568209767,0.3619150072336197,0.009657242568209767,0.3619150072336197
4,0.4231219796034006,0.34309448798497516,0.34309448798497516,0.001,0.033705524097268395,0.3894164562225342,0.0072438485609988374,0.3358506460984548,0.0072438485609988374,0.3358506460984548
5,0.39248433021398693,0.3103583405415217,0.3103583405415217,0.001,0.031370087168537654,0.36111424290216887,0.011627903518577417,0.29873043298721313,0.011627903518577417,0.29873043298721313
6,0.366703246648495,0.2844560717542966,0.2844560717542966,0.001,0.03054399057649649,0.3361592556421573,0.012240028319259485,0.2722160443663597,0.012240028319259485,0.2722160443663597
7,0.3416309838111584,0.2741467207670212,0.2741467207670212,0.001,0.026476712610859137,0.31515427048389727,0.008496764736870924,0.265649954477946,0.008496764736870924,0.265649954477946
8,0.32421369277513945,0.277479129532973,0.277479129532973,0.001,0.02295109686943201,0.301262596478829,0.007845830094690124,0.2696332981189092,0.007845830094690124,0.2696332981189092
9,0.3107780470297887,0.2707987700899442,0.2707987700899442,0.001,0.02099479641765356,0.2897832519732989,0.009773255636294683,0.2610255206624667,0.009773255636294683,0.2610255206624667
10,0.28434670659211964,0.24969726304213205,0.24969726304213205,0.001,0.0186352263419674,0.2657114817545964,0.008104980845625201,0.2415922780831655,0.008104980845625201,0.2415922780831655
11,0.2728416323661804,0.24932430436213812,0.24932430436213812,0.001,0.015315498153750714,0.25752613177666295,0.0071925614805271225,0.24213173985481262,0.0071925614805271225,0.24213173985481262
12,0.2524598573262875,0.23928890625635782,0.23928890625635782,0.001,0.01369317126675294,0.23876668512821198,0.0066310137044638395,0.2326578920086225,0.0066310137044638395,0.2326578920086225
13,0.2333768491561596,0.2352965697646141,0.2352965697646141,0.001,0.012255430078277221,0.22112141778835884,0.00848219070273141,0.22681437929471335,0.00848219070273141,0.22681437929471335
14,0.21135460298794967,0.2721754436691602,0.2721754436691602,0.001,0.012516785341386612,0.19883781671524048,0.009294084428499142,0.2628813584645589,0.009294084428499142,0.2628813584645589
15,0.19118662637013656,0.25922688841819763,0.25922688841819763,0.001,0.01176721122688972,0.17941941435520464,0.0077515593729913235,0.25147532671689987,0.0077515593729913235,0.25147532671689987
1,0.6083962321281433,0.4549495031436284,0.4549495031436284,0.001,0.06135962516642534,0.5470366065318768,0.019448002179463703,0.43550150096416473,0.019448002179463703,0.43550150096416473
2,0.5067552992930779,0.439297820130984,0.439297820130984,0.001,0.041293265154728524,0.4654620358577141,0.010139030792439977,0.4291587918996811,0.010139030792439977,0.4291587918996811
3,0.4460547176691202,0.3715722511212031,0.3715722511212031,0.001,0.03655921080364631,0.4094955027103424,0.009657242568209767,0.3619150072336197,0.009657242568209767,0.3619150072336197
4,0.4231219796034006,0.34309448798497516,0.34309448798497516,0.001,0.033705524097268395,0.3894164562225342,0.0072438485609988374,0.3358506460984548,0.0072438485609988374,0.3358506460984548
5,0.39248433021398693,0.3103583405415217,0.3103583405415217,0.001,0.031370087168537654,0.36111424290216887,0.011627903518577417,0.29873043298721313,0.011627903518577417,0.29873043298721313
6,0.366703246648495,0.2844560717542966,0.2844560717542966,0.001,0.03054399057649649,0.3361592556421573,0.012240028319259485,0.2722160443663597,0.012240028319259485,0.2722160443663597
7,0.3416309838111584,0.2741467207670212,0.2741467207670212,0.001,0.026476712610859137,0.31515427048389727,0.008496764736870924,0.265649954477946,0.008496764736870924,0.265649954477946
8,0.32421369277513945,0.277479129532973,0.277479129532973,0.001,0.02295109686943201,0.301262596478829,0.007845830094690124,0.2696332981189092,0.007845830094690124,0.2696332981189092
9,0.3107780470297887,0.2707987700899442,0.2707987700899442,0.001,0.02099479641765356,0.2897832519732989,0.009773255636294683,0.2610255206624667,0.009773255636294683,0.2610255206624667
10,0.28434670659211964,0.24969726304213205,0.24969726304213205,0.001,0.0186352263419674,0.2657114817545964,0.008104980845625201,0.2415922780831655,0.008104980845625201,0.2415922780831655
1,0.6083962321281433,0.4549495031436284,0.4549495031436284,0.001,0.06135962516642534,0.5470366065318768,0.019448002179463703,0.43550150096416473,0.019448002179463703,0.43550150096416473
2,0.5067552992930779,0.439297820130984,0.439297820130984,0.001,0.041293265154728524,0.4654620358577141,0.010139030792439977,0.4291587918996811,0.010139030792439977,0.4291587918996811
3,0.4460547176691202,0.3715722511212031,0.3715722511212031,0.001,0.03655921080364631,0.4094955027103424,0.009657242568209767,0.3619150072336197,0.009657242568209767,0.3619150072336197
4,0.4231219796034006,0.34309448798497516,0.34309448798497516,0.001,0.033705524097268395,0.3894164562225342,0.0072438485609988374,0.3358506460984548,0.0072438485609988374,0.3358506460984548
5,0.39248433021398693,0.3103583405415217,0.3103583405415217,0.001,0.031370087168537654,0.36111424290216887,0.011627903518577417,0.29873043298721313,0.011627903518577417,0.29873043298721313
1,0.6083962321281433,0.4549495031436284,0.4549495031436284,0.001,0.06135962516642534,0.5470366065318768,0.019448002179463703,0.43550150096416473,0.019448002179463703,0.43550150096416473
2,0.5067552992930779,0.439297820130984,0.439297820130984,0.001,0.041293265154728524,0.4654620358577141,0.010139030792439977,0.4291587918996811,0.010139030792439977,0.4291587918996811
